Series Name,Country Name,Country Code,Year,Value
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Fragile and conflict affected situations,FCS,2004,0.831719994544983
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Heavily indebted poor countries (HIPC),HPC,2004,0.813139975070953
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IBRD only,IBD,2004,0.955349981784821
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA & IBRD total,IBT,2004,0.929350018501282
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA blend,IDB,2004,0.800729990005493
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA only,IDX,2004,0.857360005378723
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",IDA total,IDA,2004,0.837100028991699
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Late-demographic dividend,LTE,2004,0.995660006999969
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean,LCN,2004,1.00839996337891
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (excluding high income),LAC,2004,1.00806999206543
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Latin America & Caribbean (IDA & IBRD),TLA,2004,1.00847005844116
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Least developed countries: UN classification,LDC,2004,0.838320016860962
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low & middle income,LMY,2004,0.928160011768341
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Low income,LIC,2004,0.780019998550415
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Lower middle income,LMC,2004,0.878629982471466
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa,MEA,2004,0.909300029277802
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (excluding high income),MNA,2004,0.901539981365204
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle East & North Africa (IDA & IBRD),TMN,2004,0.900420010089874
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Middle income,MIC,2004,0.93927001953125
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",North America,NAC,2004,0.999210000038147
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",OECD members,OED,2004,0.995599985122681
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Other small states,OSS,2004,0.98115998506546
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Pre-demographic dividend,PRE,2004,0.821770012378693
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Small states,SST,2004,0.994690001010895
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia,SAS,2004,0.837589979171753
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",South Asia (IDA & IBRD),TSA,2004,0.837589979171753
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa,SSF,2004,0.843760013580322
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (excluding high income),SSA,2004,0.84375
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Sub-Saharan Africa (IDA & IBRD),TSS,2004,0.843760013580322
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Upper middle income,UMC,2004,0.996879994869232
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",World,WLD,2004,0.938239991664886
"Literacy rate, youth male (% of males ages 15-24)",Africa Eastern and Southern,AFE,2004,79.4032211303711
"Literacy rate, youth male (% of males ages 15-24)",Africa Western and Central,AFW,2004,71.1603469848633
"Literacy rate, youth male (% of males ages 15-24)",Arab World,ARB,2004,89.7762222290039
"Literacy rate, youth male (% of males ages 15-24)",Caribbean small states,CSS,2004,93.3198928833008
"Literacy rate, youth male (% of males ages 15-24)",Early-demographic dividend,EAR,2004,87.6807327270508
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific,EAS,2004,98.3088684082031
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (excluding high income),EAP,2004,98.4514083862305
"Literacy rate, youth male (% of males ages 15-24)",East Asia & Pacific (IDA & IBRD),TEA,2004,98.4343490600586
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia,ECS,2004,99.307861328125
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (excluding high income),ECA,2004,99.348258972168
"Literacy rate, youth male (% of males ages 15-24)",Europe & Central Asia (IDA & IBRD),TEC,2004,99.3124389648438
"Literacy rate, youth male (% of males ages 15-24)",Fragile and conflict affected situations,FCS,2004,78.2237167358398
"Literacy rate, youth male (% of males ages 15-24)",Heavily indebted poor countries (HIPC),HPC,2004,71.3868408203125
"Literacy rate, youth male (% of males ages 15-24)",IBRD only,IBD,2004,94.1661987304688
"Literacy rate, youth male (% of males ages 15-24)",IDA & IBRD total,IBT,2004,90.0375289916992
"Literacy rate, youth male (% of males ages 15-24)",IDA blend,IDB,2004,81.0867462158203
"Literacy rate, youth male (% of males ages 15-24)",IDA only,IDX,2004,74.6017913818359
"Literacy rate, youth male (% of males ages 15-24)",IDA total,IDA,2004,76.7938613891602
"Literacy rate, youth male (% of males ages 15-24)",Late-demographic dividend,LTE,2004,98.4011764526367
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean,LCN,2004,96.0506134033203
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (excluding high income),LAC,2004,95.9329528808594
"Literacy rate, youth male (% of males ages 15-24)",Latin America & Caribbean (IDA & IBRD),TLA,2004,95.998176574707
"Literacy rate, youth male (% of males ages 15-24)",Least developed countries: UN classification,LDC,2004,73.0128784179688
"Literacy rate, youth male (% of males ages 15-24)",Low & middle income,LMY,2004,89.9364700317383
"Literacy rate, youth male (% of males ages 15-24)",Low income,LIC,2004,71.5895462036133
"Literacy rate, youth male (% of males ages 15-24)",Lower middle income,LMC,2004,85.2953796386719
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa,MEA,2004,93.0551986694336
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (excluding high income),MNA,2004,92.5993576049805
"Literacy rate, youth male (% of males ages 15-24)",Middle East & North Africa (IDA & IBRD),TMN,2004,92.5313415527344
"Literacy rate, youth male (% of males ages 15-24)",Middle income,MIC,2004,91.564208984375
"Literacy rate, youth male (% of males ages 15-24)",North America,NAC,2004,99.6214904785156
"Literacy rate, youth male (% of males ages 15-24)",OECD members,OED,2004,98.6133117675781
"Literacy rate, youth male (% of males ages 15-24)",Other small states,OSS,2004,89.640998840332
"Literacy rate, youth male (% of males ages 15-24)",Pre-demographic dividend,PRE,2004,74.6928405761719
"Literacy rate, youth male (% of males ages 15-24)",Small states,SST,2004,90.6676635742188
"Literacy rate, youth male (% of males ages 15-24)",South Asia,SAS,2004,82.6059799194336
"Literacy rate, youth male (% of males ages 15-24)",South Asia (IDA & IBRD),TSA,2004,82.6059799194336
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa,SSF,2004,76.1011505126953
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (excluding high income),SSA,2004,76.0987701416016
"Literacy rate, youth male (% of males ages 15-24)",Sub-Saharan Africa (IDA & IBRD),TSS,2004,76.1011505126953
"Literacy rate, youth male (% of males ages 15-24)",Upper middle income,UMC,2004,98.4456024169922
"Literacy rate, youth male (% of males ages 15-24)",World,WLD,2004,91.0929718017578
"Youth illiterate population, 15-24 years, female (number)",Arab World,ARB,2004,6748649.0
"Youth illiterate population, 15-24 years, female (number)",Caribbean small states,CSS,2004,20475.0
"Youth illiterate population, 15-24 years, female (number)",Central Europe and the Baltics,CEB,2004,68812.0
"Youth illiterate population, 15-24 years, female (number)",Early-demographic dividend,EAR,2004,53617152.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific,EAS,2004,3914956.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (excluding high income),EAP,2004,3337828.0
"Youth illiterate population, 15-24 years, female (number)",East Asia & Pacific (IDA & IBRD),TEA,2004,3337910.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia,ECS,2004,692671.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (excluding high income),ECA,2004,496728.0
"Youth illiterate population, 15-24 years, female (number)",Europe & Central Asia (IDA & IBRD),TEC,2004,541350.0
"Youth illiterate population, 15-24 years, female (number)",Fragile and conflict affected situations,FCS,2004,18007255.0
"Youth illiterate population, 15-24 years, female (number)",Heavily indebted poor countries (HIPC),HPC,2004,22402740.0
"Youth illiterate population, 15-24 years, female (number)",IBRD only,IBD,2004,37955587.0
"Youth illiterate population, 15-24 years, female (number)",IDA & IBRD total,IBT,2004,81147515.0
"Youth illiterate population, 15-24 years, female (number)",IDA blend,IDB,2004,13664613.0
"Youth illiterate population, 15-24 years, female (number)",IDA only,IDX,2004,29527315.0
"Youth illiterate population, 15-24 years, female (number)",IDA total,IDA,2004,43199843.0
"Youth illiterate population, 15-24 years, female (number)",Late-demographic dividend,LTE,2004,3657249.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean,LCN,2004,1629437.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (excluding high income),LAC,2004,1593434.0
"Youth illiterate population, 15-24 years, female (number)",Latin America & Caribbean (IDA & IBRD),TLA,2004,1618478.0
"Youth illiterate population, 15-24 years, female (number)",Least developed countries: UN classification,LDC,2004,28552481.0
"Youth illiterate population, 15-24 years, female (number)",Low & middle income,LMY,2004,81078310.0
"Youth illiterate population, 15-24 years, female (number)",Low income,LIC,2004,19425343.0
"Youth illiterate population, 15-24 years, female (number)",Lower middle income,LMC,2004,57336949.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa,MEA,2004,5467898.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (excluding high income),MNA,2004,5328915.0
"Youth illiterate population, 15-24 years, female (number)",Middle East & North Africa (IDA & IBRD),TMN,2004,5325000.0
"Youth illiterate population, 15-24 years, female (number)",Middle income,MIC,2004,61652967.0
"Youth illiterate population, 15-24 years, female (number)",Other small states,OSS,2004,261231.0
"Youth illiterate population, 15-24 years, female (number)",Pacific island small states,PSS,2004,6646.0
"Youth illiterate population, 15-24 years, female (number)",Pre-demographic dividend,PRE,2004,24011085.0
"Youth illiterate population, 15-24 years, female (number)",Small states,SST,2004,288352.0
"Youth illiterate population, 15-24 years, female (number)",South Asia,SAS,2004,43328598.0
"Youth illiterate population, 15-24 years, female (number)",South Asia (IDA & IBRD),TSA,2004,43328598.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa,SSF,2004,26996179.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (excluding high income),SSA,2004,26992805.0
"Youth illiterate population, 15-24 years, female (number)",Sub-Saharan Africa (IDA & IBRD),TSS,2004,26996179.0
"Youth illiterate population, 15-24 years, female (number)",Upper middle income,UMC,2004,4316018.0
"Youth illiterate population, 15-24 years, female (number)",World,WLD,2004,82178217.0
"Youth illiterate population, 15-24 years, male (number)",Arab World,ARB,2004,3665658.0
"Youth illiterate population, 15-24 years, male (number)",Caribbean small states,CSS,2004,41227.0
"Youth illiterate population, 15-24 years, male (number)",Central Europe and the Baltics,CEB,2004,75648.0
"Youth illiterate population, 15-24 years, male (number)",Early-demographic dividend,EAR,2004,33261135.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific,EAS,2004,3129646.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (excluding high income),EAP,2004,2664493.0
"Youth illiterate population, 15-24 years, male (number)",East Asia & Pacific (IDA & IBRD),TEA,2004,2664576.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia,ECS,2004,456414.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (excluding high income),ECA,2004,223917.0
"Youth illiterate population, 15-24 years, male (number)",Europe & Central Asia (IDA & IBRD),TEC,2004,273821.0
"Youth illiterate population, 15-24 years, male (number)",Fragile and conflict affected situations,FCS,2004,11719489.0
"Youth illiterate population, 15-24 years, male (number)",Heavily indebted poor countries (HIPC),HPC,2004,15365334.0
