Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,South Asia,SAS,..,..,..,..,..,12.27842,12.56133,11.58327,10.41856,10.87309,12.03027,10.45324,11.98575,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,12.27842,12.56133,11.58327,10.41856,10.87309,12.03027,10.45324,11.98575,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Upper middle income,UMC,..,..,..,..,14.28882,..,15.24485,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,World,WLD,..,..,..,..,..,..,..,20.680485,..,20.0836,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Africa Western and Central,AFW,..,7.90087,12.238305,..,11.64562,12.13029,10.917025,10.633625,12.891175,10.67458,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Caribbean small states,CSS,10.44276,13.1913,..,13.28476,13.400815,16.718175,21.98013,21.56639,22.68455,23.1628,23.52822,22.17824,21.77293,23.44592,21.68464,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Central Europe and the Baltics,CEB,14.67982,17.34336,23.201875,19.19181,21.41809,21.56424,22.16611,19.95759,19.293605,22.501625,19.88464,19.99539,20.29085,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,East Asia & Pacific,EAS,..,..,..,..,..,13.84371,12.39318,..,12.83716,15.354445,14.512445,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,14.19945,12.38303,14.92751,11.00235,12.512775,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,14.19945,12.38303,14.92751,11.00235,12.512775,10.691165,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Euro area,EMU,18.620425,18.70023,18.172645,19.04052,18.97337,21.27594,21.9884,20.85975,20.41177,21.38818,21.20796,21.6772,20.279965,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Europe & Central Asia,ECS,..,..,..,20.36261,20.668285,21.82949,22.16611,21.236595,19.70147,22.115675,21.88263,21.589135,20.553325,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,European Union,EUU,18.71725,20.05468,21.58024,19.201205,20.70969,21.459055,21.93123,20.76488,20.05662,22.115675,21.20796,20.768525,20.26908,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,10.56538,9.91571,10.07795,10.67458,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,High income,HIC,18.5236,17.92028,19.01719,18.78327,18.37564,19.95478,21.89051,20.332765,20.05662,20.71923,19.90773,19.99539,20.30592,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IBRD only,IBD,..,..,..,..,13.70256,..,..,14.75523,13.90573,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,12.12462,11.53084,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA only,IDX,..,..,..,..,..,..,7.98136,9.23671,10.07795,10.128315,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,10.07795,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Late-demographic dividend,LTE,13.777375,..,..,..,17.43237,18.29449,19.59413,18.03287,18.54038,19.49905,..,20.025175,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & Caribbean,LCN,10.00318,10.53523,..,11.567695,13.52084,15.48542,13.944935,13.039845,13.90573,15.10375,14.38654,15.18748,15.2222,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & Caribbean (excluding high income),LAC,10.22297,10.53523,..,12.53787,13.52084,15.144145,13.68048,14.04204,12.71648,14.400335,14.38654,14.92318,15.2222,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & Caribbean (IDA & IBRD),TLA,9.699475,9.95862,..,11.21729,12.92352,15.292355,13.68048,13.039845,13.90573,14.41983,14.320055,15.18748,15.2222,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,7.813115,8.91555,8.614915,9.9565,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Low & middle income,LMY,..,..,..,..,..,..,11.68812,12.21159,11.52723,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Low income,LIC,..,..,..,..,..,..,7.64487,9.75513,10.07795,10.30013,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,North America,NAC,..,..,..,..,..,..,22.05341,20.85277,20.5226,19.71867,19.7888,18.664005,19.85908,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,OECD members,OED,18.620425,18.49543,18.388225,18.447585,18.34378,21.061905,21.91087,20.808825,20.05662,20.795465,20.315375,19.99539,20.29085,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Other small states,OSS,12.41251,15.213845,14.92879,..,16.48889,..,17.08606,14.74651,..,..,13.33654,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Post-demographic dividend,PST,19.58362,20.18979,19.733,19.2106,18.80568,21.314905,21.91087,20.76488,20.05662,21.697075,21.13702,19.76064,20.295035,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,10.56538,9.23671,10.088385,10.67458,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Small states,SST,11.427635,13.2024,..,..,16.43938,14.755175,19.17284,17.502885,..,..,14.898435,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,South Asia,SAS,..,..,..,..,..,7.57923,9.293735,10.227995,8.86259,9.79172,10.125075,9.17222,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,7.57923,9.293735,10.227995,8.86259,9.79172,10.125075,9.17222,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Upper middle income,UMC,..,..,..,..,13.52084,..,14.838285,..,13.59129,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,World,WLD,..,..,..,..,..,..,15.16503,15.40649,14.86019,15.5618,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Africa Eastern and Southern,AFE,74.5489501953125,72.4775695800781,70.7482528686523,71.1080474853516,71.4521102905273,72.0353012084961,72.5764236450195,74.2978668212891,75.6544723510742,76.5160827636719,76.7924880981445,76.9662399291992,77.4823684692383,77.0223922729492,77.2993698120117,78.2399978637695,78.318603515625,77.9536285400391,77.890022277832,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Africa Western and Central,AFW,62.8546981811523,62.7099990844727,65.8370895385742,60.5974006652832,59.9644012451172,61.1384315490723,61.2639999389648,61.7412796020508,62.2226295471191,62.6551399230957,63.5078887939453,64.2223663330078,64.5737609863281,65.5971221923828,68.291633605957,68.072883605957,68.0394668579102,68.4329376220703,68.6466827392578,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Arab World,ARB,81.0588836669922,80.1575698852539,78.1670684814453,79.0103302001953,79.3938980102539,78.5149688720703,79.0347290039062,80.4856491088867,83.6150817871094,81.4901123046875,84.2571334838867,82.6463928222656,83.616569519043,83.9379577636719,81.4063034057617,81.5985412597656,81.9009170532227,82.0040512084961,81.9195098876953,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Caribbean small states,CSS,87.8121719360352,88.1234512329102,88.3132705688477,88.8176574707031,89.0562133789062,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,99.4715423583984,99.4768371582031,99.4815673828125,99.4880676269531,99.493782043457,99.4991912841797,99.5033874511719,99.5077133178711,99.5050964355469,99.5060882568359,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Early-demographic dividend,EAR,79.5075531005859,79.4808731079102,79.101676940918,80.0433197021484,80.7190170288086,81.3368530273438,82.1839065551758,82.016227722168,82.5437698364258,82.8922805786133,83.4473266601562,84.0876693725586,84.5241317749023,84.709098815918,84.8242797851562,84.9846878051758,85.335807800293,85.6444396972656,85.9369125366211,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,East Asia & Pacific,EAS,95.0806198120117,95.2943420410156,95.5150833129883,96.1437911987305,96.2985076904297,96.4406433105469,96.3970413208008,96.1352691650391,96.2736206054688,96.3432235717773,96.6613006591797,96.8454132080078,96.9381637573242,97.0454330444336,97.0216522216797,97.3727264404297,97.4725036621094,97.5077362060547,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,East Asia & Pacific (excluding high income),EAP,95.3697509765625,95.5675582885742,95.7880325317383,96.4682922363281,96.6058883666992,96.7444229125977,96.7644271850586,96.5320663452148,96.6564712524414,96.7186965942383,96.9602203369141,97.1399307250977,97.2278366088867,97.3298568725586,97.3006134033203,97.6303482055664,97.7312316894531,97.7614974975586,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,East Asia & Pacific (IDA & IBRD),TEA,95.3129501342773,95.5135116577148,95.7369995117188,96.4255981445312,96.5649337768555,96.7051696777344,96.7254180908203,96.4902420043945,96.6160888671875,96.6790313720703,96.9234008789062,97.1052169799805,97.1941528320312,97.2973480224609,97.2677230834961,97.6014633178711,97.7035598754883,97.7342224121094,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Europe & Central Asia,ECS,98.0972366333008,98.223030090332,98.2384414672852,98.2876968383789,98.3561019897461,98.2956619262695,98.4909973144531,98.5564727783203,98.6158065795898,98.6583099365234,98.6854629516602,98.7154922485352,98.7637100219727,98.8062973022461,98.8812866210938,98.9070816040039,98.9479904174805,98.9442901611328,98.9500274658203,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Europe & Central Asia (excluding high income),ECA,98.868766784668,98.9948272705078,98.9716491699219,99.0065765380859,99.0717468261719,99.0987319946289,99.2675018310547,99.3898468017578,99.4470062255859,99.4642181396484,99.4813385009766,99.4938812255859,99.5436096191406,99.5559997558594,99.6772918701172,99.6835021972656,99.7251815795898,99.739631652832,99.745246887207,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Europe & Central Asia (IDA & IBRD),TEC,98.9274520874023,99.0342636108398,99.0153732299805,99.04541015625,99.1024627685547,99.1584014892578,99.3025436401367,99.4076385498047,99.4572677612305,99.4730911254883,99.4887924194336,99.500617980957,99.5441665649414,99.5559310913086,99.6606216430664,99.6671371459961,99.7039413452148,99.7158813476562,99.7208862304688,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Fragile and conflict affected situations,FCS,73.3476486206055,72.4962921142578,72.6599426269531,70.6260375976562,70.5541076660156,70.2091217041016,70.2879486083984,70.1357421875,71.7005081176758,70.9347229003906,72.7076797485352,71.5455169677734,73.2584762573242,73.7965621948242,72.2109603881836,72.7580184936523,72.5863037109375,72.6356201171875,72.5985488891602,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Heavily indebted poor countries (HIPC),HPC,64.9610290527344,63.7830581665039,62.3021583557129,63.4511184692383,63.7224388122559,63.95166015625,64.3599472045898,65.9964599609375,67.0329284667969,67.8614807128906,68.5456314086914,68.8632583618164,69.3403091430664,70.1840515136719,71.3337936401367,71.4252624511719,71.5264587402344,71.8533630371094,72.0459823608398,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
