Country Name,Country Code,Indicator Name,Indicator Code
Seychelles,SYC,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Seychelles,SYC,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Seychelles,SYC,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Seychelles,SYC,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sierra Leone,SLE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sierra Leone,SLE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sierra Leone,SLE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sierra Leone,SLE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sierra Leone,SLE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sierra Leone,SLE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Singapore,SGP,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Singapore,SGP,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Singapore,SGP,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Singapore,SGP,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Singapore,SGP,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Singapore,SGP,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sint Maarten (Dutch part),SXM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Slovak Republic,SVK,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Slovak Republic,SVK,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Slovak Republic,SVK,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Slovak Republic,SVK,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Slovak Republic,SVK,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Slovak Republic,SVK,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Slovenia,SVN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Slovenia,SVN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Slovenia,SVN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Slovenia,SVN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Slovenia,SVN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Slovenia,SVN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Solomon Islands,SLB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Solomon Islands,SLB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Solomon Islands,SLB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Solomon Islands,SLB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Solomon Islands,SLB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Solomon Islands,SLB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Somalia,SOM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Somalia,SOM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Somalia,SOM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Somalia,SOM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Somalia,SOM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Somalia,SOM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
South Africa,ZAF,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
South Africa,ZAF,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
South Africa,ZAF,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
South Africa,ZAF,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
South Africa,ZAF,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
South Africa,ZAF,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
South Sudan,SSD,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
South Sudan,SSD,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
South Sudan,SSD,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
South Sudan,SSD,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
South Sudan,SSD,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
South Sudan,SSD,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Spain,ESP,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Spain,ESP,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Spain,ESP,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Spain,ESP,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Spain,ESP,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Spain,ESP,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sri Lanka,LKA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sri Lanka,LKA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sri Lanka,LKA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sri Lanka,LKA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sri Lanka,LKA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sri Lanka,LKA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
St. Kitts and Nevis,KNA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
St. Lucia,LCA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
St. Lucia,LCA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
St. Lucia,LCA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
St. Lucia,LCA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
St. Lucia,LCA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
St. Lucia,LCA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
St. Martin (French part),MAF,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
St. Martin (French part),MAF,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
St. Martin (French part),MAF,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
St. Martin (French part),MAF,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
St. Martin (French part),MAF,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
St. Martin (French part),MAF,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
St. Vincent and the Grenadines,VCT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sudan,SDN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sudan,SDN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sudan,SDN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sudan,SDN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sudan,SDN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sudan,SDN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Suriname,SUR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Suriname,SUR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Suriname,SUR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Suriname,SUR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Suriname,SUR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Suriname,SUR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Swaziland,SWZ,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Swaziland,SWZ,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Swaziland,SWZ,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Swaziland,SWZ,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Swaziland,SWZ,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Swaziland,SWZ,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Sweden,SWE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Sweden,SWE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Sweden,SWE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Sweden,SWE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Sweden,SWE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Sweden,SWE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Switzerland,CHE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Switzerland,CHE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Switzerland,CHE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Switzerland,CHE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Switzerland,CHE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Switzerland,CHE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Syrian Arab Republic,SYR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Syrian Arab Republic,SYR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Syrian Arab Republic,SYR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Syrian Arab Republic,SYR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Syrian Arab Republic,SYR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Syrian Arab Republic,SYR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Tajikistan,TJK,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Tajikistan,TJK,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Tajikistan,TJK,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Tajikistan,TJK,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Tajikistan,TJK,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Tajikistan,TJK,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Tanzania,TZA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Tanzania,TZA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Tanzania,TZA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Tanzania,TZA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Tanzania,TZA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Tanzania,TZA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Thailand,THA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Thailand,THA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Thailand,THA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Thailand,THA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Thailand,THA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Thailand,THA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Timor-Leste,TLS,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Timor-Leste,TLS,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Timor-Leste,TLS,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Timor-Leste,TLS,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Timor-Leste,TLS,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Timor-Leste,TLS,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Togo,TGO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Togo,TGO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Togo,TGO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Togo,TGO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Togo,TGO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Togo,TGO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Tonga,TON,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Tonga,TON,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Tonga,TON,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Tonga,TON,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Tonga,TON,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Tonga,TON,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Trinidad and Tobago,TTO,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Trinidad and Tobago,TTO,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Trinidad and Tobago,TTO,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Trinidad and Tobago,TTO,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Trinidad and Tobago,TTO,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Trinidad and Tobago,TTO,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Tunisia,TUN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Tunisia,TUN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Tunisia,TUN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Tunisia,TUN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Tunisia,TUN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Tunisia,TUN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Turkey,TUR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Turkey,TUR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Turkey,TUR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Turkey,TUR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Turkey,TUR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Turkey,TUR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Turkmenistan,TKM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Turkmenistan,TKM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Turkmenistan,TKM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Turkmenistan,TKM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Turkmenistan,TKM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Turkmenistan,TKM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Turks and Caicos Islands,TCA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Tuvalu,TUV,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Tuvalu,TUV,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Tuvalu,TUV,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Tuvalu,TUV,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Tuvalu,TUV,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Tuvalu,TUV,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Uganda,UGA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Uganda,UGA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Uganda,UGA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Uganda,UGA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Uganda,UGA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Uganda,UGA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Ukraine,UKR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Ukraine,UKR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Ukraine,UKR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Ukraine,UKR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Ukraine,UKR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Ukraine,UKR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
United Arab Emirates,ARE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
United Arab Emirates,ARE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
United Arab Emirates,ARE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
United Arab Emirates,ARE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
United Arab Emirates,ARE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
United Arab Emirates,ARE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
United Kingdom,GBR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
United Kingdom,GBR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
United Kingdom,GBR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
United Kingdom,GBR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
United Kingdom,GBR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
United Kingdom,GBR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
United States,USA,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
United States,USA,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
United States,USA,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
United States,USA,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
United States,USA,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
United States,USA,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Uruguay,URY,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Uruguay,URY,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Uruguay,URY,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Uruguay,URY,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Uruguay,URY,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Uruguay,URY,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Uzbekistan,UZB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Uzbekistan,UZB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Uzbekistan,UZB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Uzbekistan,UZB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Uzbekistan,UZB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Uzbekistan,UZB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Vanuatu,VUT,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Vanuatu,VUT,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Vanuatu,VUT,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Vanuatu,VUT,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Vanuatu,VUT,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Vanuatu,VUT,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Venezuela, RB",VEN,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Venezuela, RB",VEN,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Venezuela, RB",VEN,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Venezuela, RB",VEN,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Venezuela, RB",VEN,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Venezuela, RB",VEN,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Vietnam,VNM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Vietnam,VNM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Vietnam,VNM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Vietnam,VNM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Vietnam,VNM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Vietnam,VNM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Virgin Islands (U.S.),VIR,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
West Bank and Gaza,PSE,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
West Bank and Gaza,PSE,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
West Bank and Gaza,PSE,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
West Bank and Gaza,PSE,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
West Bank and Gaza,PSE,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
West Bank and Gaza,PSE,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
"Yemen, Rep.",YEM,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
"Yemen, Rep.",YEM,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
"Yemen, Rep.",YEM,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
"Yemen, Rep.",YEM,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
"Yemen, Rep.",YEM,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
"Yemen, Rep.",YEM,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
Zambia,ZMB,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV
Zambia,ZMB,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV
Zambia,ZMB,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV
Zambia,ZMB,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV
Zambia,ZMB,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV
Zambia,ZMB,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV
